event,model,parameter,replicate,half_sample_size,split_normalized_wasserstein_1
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,53,9062,0.010230666893080755
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,54,9062,0.004860460755885359
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,55,9062,0.004556621166364299
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,56,9062,0.00518802429430959
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,57,9062,0.0023332946183510297
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,58,9062,0.007434872174370643
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,59,9062,0.008168382972511636
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,60,9062,0.005600623476477305
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,61,9062,0.003973536162006964
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,62,9062,0.005287768339126134
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,63,9062,0.00843137983152225
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,64,9062,0.010034006942872242
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,65,9062,0.0038758273628943097
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,66,9062,0.00708909412672973
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,67,9062,0.004035260758927429
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,68,9062,0.004365998230987061
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,69,9062,0.0026943924710210562
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,70,9062,0.006601284459373441
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,71,9062,0.0033598166065894964
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,72,9062,0.002935940321821751
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,73,9062,0.005711871702482505
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,74,9062,0.007311997619031586
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,75,9062,0.004021391913520773
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,76,9062,0.0034275204889533547
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,77,9062,0.003121441284113361
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,78,9062,0.004450875267080067
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,79,9062,0.005533414156194342
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,80,9062,0.005394771497429002
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,81,9062,0.004607886183894799
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,82,9062,0.005074389491083706
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,83,9062,0.00837090551060171
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,84,9062,0.006228813394303996
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,85,9062,0.0051002354443380905
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,86,9062,0.0038528227780532734
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,87,9062,0.0023071664613815777
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,88,9062,0.009274813945884676
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,89,9062,0.005466423514038238
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,90,9062,0.007265250075401596
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,91,9062,0.0031283801091499513
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,92,9062,0.0032761468130471745
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,93,9062,0.005048308689313464
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,94,9062,0.0037411209599940696
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,95,9062,0.004959452318365149
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,96,9062,0.002937695625916951
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,97,9062,0.012151823548555925
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,98,9062,0.0035188270022295234
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,99,9062,0.0031215358579317646
GW241101_220523,C00:IMRPhenomXPNR,mass_ratio,100,9062,0.004081900449609374
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,1,8772,0.00587461234875999
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,2,8772,0.003757903279924332
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,3,8772,0.0047376845494440595
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,4,8772,0.007409825736908033
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,5,8772,0.006060191642697576
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,6,8772,0.008890130016126846
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,7,8772,0.0072165449580695205
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,8,8772,0.0036008978054193224
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,9,8772,0.004055141083737407
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,10,8772,0.005235761919556558
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,11,8772,0.0054757158817067145
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,12,8772,0.0051570789074770005
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,13,8772,0.004624580895479902
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,14,8772,0.006158079107466535
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,15,8772,0.003717987330536681
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,16,8772,0.010697133526979857
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,17,8772,0.005200899690857124
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,18,8772,0.003638343043999998
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,19,8772,0.005880824973885754
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,20,8772,0.005307819410529115
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,21,8772,0.008074415383823518
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,22,8772,0.0064045703626564995
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,23,8772,0.009901477462585328
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,24,8772,0.006826284386913073
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,25,8772,0.004831507498175356
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,26,8772,0.00554033561406359
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,27,8772,0.0065366294170919464
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,28,8772,0.0036183600045422712
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,29,8772,0.0039218957033115755
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,30,8772,0.013450658691878118
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,31,8772,0.006923420252426497
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,32,8772,0.0029309827649993915
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,33,8772,0.00615363566616687
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,34,8772,0.010287010846024808
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,35,8772,0.0071887904672065985
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,36,8772,0.0033340845871794008
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,37,8772,0.004121248338670975
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,38,8772,0.004712287116976418
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,39,8772,0.01169342637827136
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,40,8772,0.0028362076241010077
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,41,8772,0.005035735071533128
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,42,8772,0.005064207039504693
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,43,8772,0.004748051715611726
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,44,8772,0.00765472642029224
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,45,8772,0.0071554372547391444
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,46,8772,0.004427322161150251
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,47,8772,0.0031262697157271127
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,48,8772,0.0050813663133757484
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,49,8772,0.0052283302453100455
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,50,8772,0.01643397257246993
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,51,8772,0.007363969958711422
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,52,8772,0.005768888046664429
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,53,8772,0.0054407754622709265
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,54,8772,0.013313054427268857
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,55,8772,0.006208621790769204
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,56,8772,0.006111500306904616
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,57,8772,0.006074309024924417
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,58,8772,0.006583541841941882
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,59,8772,0.005528153933428968
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,60,8772,0.0036625438233031113
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,61,8772,0.0041185534360036555
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,62,8772,0.011527169263158138
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,63,8772,0.005076094548070752
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,64,8772,0.003163456407192537
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,65,8772,0.004546102456486578
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,66,8772,0.005682284152212862
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,67,8772,0.004807288079487225
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,68,8772,0.004888766426056546
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,69,8772,0.006282378165149636
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,70,8772,0.008244147564301647
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,71,8772,0.0070277521535758326
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,72,8772,0.003598359767888411
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,73,8772,0.0077695448226591515
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,74,8772,0.005861551629456141
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,75,8772,0.006774900637516559
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,76,8772,0.009270030488591959
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,77,8772,0.005622879573278516
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,78,8772,0.004559480821882197
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,79,8772,0.004690468790629135
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,80,8772,0.008789171214425053
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,81,8772,0.0032665545339888844
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,82,8772,0.013129110342632052
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,83,8772,0.009251513892076416
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,84,8772,0.005493167954896534
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,85,8772,0.011873949769505775
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,86,8772,0.004865825424583429
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,87,8772,0.010050367050137836
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,88,8772,0.0030804293659148973
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,89,8772,0.006062718959685233
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,90,8772,0.0033009253500842746
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,91,8772,0.006169052424592473
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,92,8772,0.005001172651143935
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,93,8772,0.007556505236840019
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,94,8772,0.006699793875272925
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,95,8772,0.007532904516502904
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,96,8772,0.0052689342258461945
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,97,8772,0.01113004629583446
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,98,8772,0.004365911230170634
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,99,8772,0.0046350502598794825
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,chi_eff,100,8772,0.004404255507348965
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,1,9062,0.005883539436510999
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,2,9062,0.005286310903496472
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,3,9062,0.0035776280102443685
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,4,9062,0.009136899764043397
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,5,9062,0.009623062065599666
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,6,9062,0.0048288971962656265
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,7,9062,0.0039560440188857095
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,8,9062,0.004607963471717892
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,9,9062,0.003903221766683179
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,10,9062,0.004674621939184384
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,11,9062,0.004350035996242004
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,12,9062,0.00416758508313855
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,13,9062,0.01222648331802201
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,14,9062,0.003764240794839091
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,15,9062,0.006295462219885232
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,16,9062,0.005539575039755032
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,17,9062,0.0037306138881512516
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,18,9062,0.004932677546403417
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,19,9062,0.005650881608913907
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,20,9062,0.008468886698329554
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,21,9062,0.006333438128074766
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,22,9062,0.004151368116506077
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,23,9062,0.006738137270243231
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,24,9062,0.003992252564807279
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,25,9062,0.004519118732951136
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,26,9062,0.007217735421735705
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,27,9062,0.005647726876642668
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,28,9062,0.003389583678949888
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,29,9062,0.0040806237404263
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,30,9062,0.010431121037776143
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,31,9062,0.007711734892682751
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,32,9062,0.0045134865538257645
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,33,9062,0.011691454803252954
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,34,9062,0.005017086403224906
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,35,9062,0.003921311448789776
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,36,9062,0.004701545976879201
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,37,9062,0.003924476460884893
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,38,9062,0.0039046609448546827
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,39,9062,0.0055698447272145915
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,40,9062,0.015634885627286675
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,41,9062,0.009026051650388913
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,42,9062,0.004967024591979915
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,43,9062,0.0046419321969539415
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,44,9062,0.0068512563496490805
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,45,9062,0.005039256584155776
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,46,9062,0.006251151711651638
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,47,9062,0.00588670141043657
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,48,9062,0.005251704083633448
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,49,9062,0.00433018533188335
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,50,9062,0.004076696611228878
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,51,9062,0.0056792380702955485
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,52,9062,0.0035257158516991557
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,53,9062,0.004880419168894127
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,54,9062,0.0041154960591058025
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,55,9062,0.004041408099517832
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,56,9062,0.005239266284183115
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,57,9062,0.004252821306774976
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,58,9062,0.00722220515537813
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,59,9062,0.0033231381189033136
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,60,9062,0.008059123944422852
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,61,9062,0.0037248027896101305
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,62,9062,0.0030212341414113924
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,63,9062,0.007831132986750835
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,64,9062,0.0038588419345678016
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,65,9062,0.006976607861059734
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,66,9062,0.006794009059879799
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,67,9062,0.005920751822922483
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,68,9062,0.005277754751536315
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,69,9062,0.0046199460619423755
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,70,9062,0.006190631855864681
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,71,9062,0.0070468743443116225
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,72,9062,0.005028387093279931
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,73,9062,0.004364166479842633
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,74,9062,0.004404513810712086
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,75,9062,0.00417623542232043
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,76,9062,0.007095877456221849
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,77,9062,0.007739182315627702
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,78,9062,0.004687645118293361
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,79,9062,0.004769320496949209
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,80,9062,0.008884520994504092
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,81,9062,0.0029943375864702583
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,82,9062,0.00635299913525315
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,83,9062,0.004385123338610527
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,84,9062,0.008003020454270905
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,85,9062,0.003757375793954086
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,86,9062,0.0035872507958446412
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,87,9062,0.005821325239515423
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,88,9062,0.0046452383532693585
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,89,9062,0.006383377401333406
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,90,9062,0.006039577601692103
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,91,9062,0.0029076164419985077
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,92,9062,0.0060998498981772375
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,93,9062,0.0036753938654301974
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,94,9062,0.0035644866200962087
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,95,9062,0.002781577046253133
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,96,9062,0.004534149873414531
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,97,9062,0.004812127113260188
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,98,9062,0.004978366634915726
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,99,9062,0.006460494033714121
GW241101_220523,C00:IMRPhenomXPNR,chi_eff,100,9062,0.0036408144220713774
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,1,8772,0.00651581872472018
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,2,8772,0.007281650057932389
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,3,8772,0.00660017548100778
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,4,8772,0.0030061517983722345
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,5,8772,0.007198606932959356
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,6,8772,0.009357731841886057
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,7,8772,0.006252455441809918
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,8,8772,0.004817913869132044
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,9,8772,0.004165977626326094
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,10,8772,0.006518780953767373
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,11,8772,0.004204798879671408
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,12,8772,0.00438444546583718
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,13,8772,0.0054261680747520425
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,14,8772,0.010638453678279728
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,15,8772,0.0062936029009227025
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,16,8772,0.002624809692025201
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,17,8772,0.005835068405750029
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,18,8772,0.009551489425453953
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,19,8772,0.0053522068238301525
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,20,8772,0.005614058989092919
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,21,8772,0.005604632321140056
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,22,8772,0.0029059814016456323
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,23,8772,0.002684990650365679
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,24,8772,0.012591996440081328
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,25,8772,0.005506870982092662
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,26,8772,0.003871138747786463
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,27,8772,0.005763745397231107
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,28,8772,0.004113183104163439
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,29,8772,0.003612696759560508
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,30,8772,0.003996367558552983
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,31,8772,0.007167549645608183
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,32,8772,0.009705825891847179
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,33,8772,0.005354318493745762
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,34,8772,0.0052155030199847454
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,35,8772,0.007373856405590355
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,36,8772,0.006026752727265345
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,37,8772,0.007071269027813314
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,38,8772,0.0073010439697742575
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,39,8772,0.00881858013704218
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,40,8772,0.008050854165186968
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,41,8772,0.004489198395301764
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,42,8772,0.009011811723457308
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,43,8772,0.003876413786605546
GW241101_220523,C00:IMRPhenomXPHM-SpinTaylor,luminosity_distance,44,8772,0.007925985412519602
