path,filename,size_bytes,sha256,event_count,events
/mnt/data/GWTC5_test/data/processed/confirmatory_batch_A/confirmatory_batch_A_posteriors.hdf5,confirmatory_batch_A_posteriors.hdf5,55101321,10bd0928915b53a65706c476fd9d19cb07f0cd3cede40e48e2f9d1751b5ce361,6,GW240414_054515;GW240525_031210;GW240531_075248;GW240629_145256;GW240922_142106;GW241101_220523
/mnt/data/GWTC5_test/data/processed/confirmatory_batch_A_replacement_01/confirmatory_batch_A_replacement_01_posteriors.hdf5,confirmatory_batch_A_replacement_01_posteriors.hdf5,5186303,0d045b32e4a0ff0412fe24064b7db3b949ce3135747c2a0181df21b1e385699d,1,GW241109_115924
/mnt/data/GWTC5_test/data/processed/confirmatory_batch_B/confirmatory_batch_B_posteriors.hdf5,confirmatory_batch_B_posteriors.hdf5,51405910,17e67e3893e20404130ded2953158659b17eddd95067fd63c41c201ac5cbba7a,6,GW240413_022019;GW240426_031451;GW240428_225440;GW240627_131622;GW241109_033317;GW250109_010541
/mnt/data/GWTC5_test/data/processed/confirmatory_batch_B_replacements_01/confirmatory_batch_B_replacements_01_posteriors.hdf5,confirmatory_batch_B_replacements_01_posteriors.hdf5,15067201,c60fd552384d0ad93390b7f8650b9c96e81eaa65eb101f56e4d94d5c8d1b8857,2,GW240630_101703;GW240910_103535
/mnt/data/GWTC5_test/data/processed/confirmatory_batch_C/confirmatory_batch_C_posteriors.hdf5,confirmatory_batch_C_posteriors.hdf5,56270601,eee2f0fbdc7c54afd9af45b41ebac93ebd660cbc43dcc2e6d2ac65c07d1c4c7a,6,GW240526_093944;GW240825_055146;GW241114_235258;GW241230_084504;GW250101_011205;GW250108_152221
/mnt/data/GWTC5_test/data/processed/confirmatory_batch_C_replacement_01/confirmatory_batch_C_replacement_01_posteriors.hdf5,confirmatory_batch_C_replacement_01_posteriors.hdf5,11603500,8a7b63265ac761889d345190a3b2f374be110c740f17b246f0b6ade13e367650,1,GW240519_012815
